base name:
rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/traces/rename.7482608532762354548

10129 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/rabbitmq_controller/proof/liveness/resource_match.rs:506

traced instantiations:
QID                                                                                    T    P0    P1    P2
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__0.set_...        13     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...        13     1     1     1
mariposa_qid_160                                                                      13     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.PolicyRuleVie...        13     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__message__MessageOps...        13     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.Subje...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_u...        12     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        12     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.set_...        12     0     0     0
internal_rabbitmq_controller!state_machine.state_machine.impl&__0.next_acti...        12     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__builtin_controllers...        12     0     0     0
mariposa_qid_202                                                                      12     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.set_...        12     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.impl&__3.s...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.impl&__3.s...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        12     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.impl&__...        12     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        12     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIResp...        12     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.impl&__...        12     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     0     0     0
mariposa_qid_68                                                                       12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_u...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...        12     0     0     0
internal_rabbitmq_controller!state_machine.state_machine.impl&__0.next_acti...        12     1     1     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Upd...        12     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__API...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        12     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.set_...        12     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        12     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.set_...        12     0     0     0
internal_req__rabbitmq_controller!temporal_logic.rules.entails_and_temp._de...        12     6     6     6
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....        12     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.secret.impl&__0.se...        11     3     2     3
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...        11     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Upd...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.secret.impl&__0.se...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...        11     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        11     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        11     1     1     1
internal_rabbitmq_controller!rabbitmq_controller.model.resource.role_bindin...        11     2     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...        11     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        11     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.secret.impl&__0.se...        11     3     2     3
internal_rabbitmq_controller!kubernetes_api_objects.spec.secret.impl&__0.se...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...        11     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.role_bindin...        11     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...        11     1     1     1
internal_rabbitmq_controller__temporal_logic__defs__Execution_box_axiom_def...        11     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.impl&__0.s...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.Subje...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...        10     1     1     1
mariposa_qid_266                                                                      10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_u...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     0     0     0
mariposa_qid_186                                                                      10     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.impl&__0.s...        10     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_u...        10     1     1     1
internal_rabbitmq_controller!temporal_logic.defs.lift_action.?_definition             10     2     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.RoleR...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageOps./Me...        10     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.impl&__...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.step.RabbitmqRecon...        10     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.impl&__...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...        10     1     1     1
mariposa_qid_185                                                                      10     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__step__ActionKin...        10     1     1     1
mariposa_qid_187                                                                      10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...        10     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.impl&__2.d...         9     1     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...         9     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Upd...         9     0     0     0
mariposa_qid_66                                                                        9     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.lift_action.?_pre_post_def...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         9     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_d...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.get_r...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         9     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.get_r...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.impl&__0.s...         9     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.PolicyRuleVie...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.updat...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.impl&__0.s...         9     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...         9     2     2     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.EnvVarVi...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.RoleR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.impl&__2.d...         9     1     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...         9     2     2     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.EnvVarSo...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.updat...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.RoleR...         9     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__EnvV...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.delet...         9     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Upd...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.PolicyRuleVie...         9     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.DeleteR...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.delet...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_d...         9     1     1     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Lis...         9     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...         9     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...         8     1     1     1
mariposa_qid_174                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.list_...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.RoleR...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.DeleteR...         8     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         8     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.RoleR...         8     0     0     0
mariposa_qid_172                                                                       8     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.impl&__0.head.?_definition            8     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.proof.controller_runtime.im...         8     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
mariposa_qid_152                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.Subje...         8     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.Execution./Execution/nat_t...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...         8     0     0     0
mariposa_qid_182                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.impl&__0.head.?_pre_post_d...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageOps./Me...         8     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__builtin_controllers...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
mariposa_qid_175                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.Subje...         8     0     0     0
mariposa_qid_154                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.EnvVarVi...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.types.ClientAct...         8     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.headless_se...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Del...         8     0     0     0
mariposa_qid_183                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.impl&...         8     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.Subje...         8     0     0     0
mariposa_qid_153                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.DeleteR...         8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role_binding.RoleR...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.list_...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ty...         8     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.headless_se...         8     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ty...         8     0     0     0
mariposa_qid_181                                                                       8     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.GetResp...         7     0     0     0
internal_rabbitmq_controller!reconciler.spec.resource_builder.ResourceBuild...         7     0     0     0
mariposa_qid_234                                                                       7
- [root]                                                                               6     1     1     1
- user_rabbitmq_controller__kubernetes_cluster__spec__cluster__Cluster__each_...       1     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.impl&__3.d...         7     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.random_...         7     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service.impl&__3.d...         7     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__8...         7     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.proof.predicate.at_rabbitm...         7     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...         7     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.proof.predicate.at_rabbitm...         7     0     0     0
mariposa_qid_110                                                                       7     1     1     1
mariposa_qid_146                                                                       7     0     0     0
mariposa_qid_148                                                                       7     0     0     0
internal_rabbitmq_controller!reconciler.spec.resource_builder.ResourceBuild...         7     0     0     0
internal_rabbitmq_controller!reconciler.spec.resource_builder.ResourceBuild...         7     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...         7     0     0     0
mariposa_qid_149                                                                       7     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__8...         7     0     0     0
internal_ens__rabbitmq_controller!temporal_logic.rules.implies_preserved_by...         7     1     1     1
mariposa_qid_109                                                                       7     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.EnvVarVi...         7     0     0     0
internal_ens__rabbitmq_controller!temporal_logic.rules.always_weaken_temp._...         6     1     1     1
internal_rabbitmq_controller!temporal_logic.defs.impl&__1.leads_to.?_pre_po...         6     0     0     0
internal_req__rabbitmq_controller!temporal_logic.rules.valid_implies_trans....         6     1     1     1
internal_ens__rabbitmq_controller!temporal_logic.rules.entails_and_temp._de...         6     6     6     6
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.set_...         6     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.impl&__1.leads_to.?_defini...         6     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.EnvVarVi...         6     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.types.ClientAct...         6     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__message__HostId_unb...         6     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.set_...         6     0     0     0
internal_rabbitmq_controller__reconciler__spec__io__ResponseView_unbox_axio...         6     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__step__SubResour...         6     2     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.PolicyRuleVie...         6     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.PolicyRuleVie...         6     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.defa...         6     0     0     0
mariposa_qid_195                                                                       6     6     6     6
mariposa_qid_169                                                                       6     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.impl&__2.defa...         6     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__message__HostId_has...         6     0     0     0
internal_ens__rabbitmq_controller!temporal_logic.rules.always_and_equality....         6     6     6     6
mariposa_qid_167                                                                       6     0     0     0
mariposa_qid_170                                                                       6     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....         6     1     1     1
internal_rabbitmq_controller!temporal_logic.defs.eventually.?_definition               5     0     0     0
mariposa_qid_162                                                                       5     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.eventually.?_pre_post_defi...         5     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Get...         5     0     0     0
mariposa_qid_164                                                                       5     0     0     0
mariposa_qid_177                                                                       5     0     0     0
internal_rabbitmq_controller__temporal_logic__defs__Execution_unbox_axiom_d...         5     2     2     2
user_vstd__map__axiom_map_remove_domain_7                                              5     3     3     3
internal_ens__rabbitmq_controller!temporal_logic.rules.valid_implies_trans....         5     1     1     1
mariposa_qid_163                                                                       5     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....         5     0     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         5     1     1     1
mariposa_qid_178                                                                       5     0     0     0
mariposa_qid_179                                                                       5     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....         5     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...         5     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         5     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ga...         4     1     1     1
prelude_has_type_uint                                                                  4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.st...         4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.da...         4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster_state_machine....         4     0     0     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Del...         4     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__step__RabbitmqR...         4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.st...         4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.st...         4     1     1     1
internal_rabbitmq_controller!state_machine.state_machine.StateMachine./Stat...         4     1     1     1
internal_rabbitmq_controller__rabbitmq_controller__trusted__step__RabbitmqR...         4     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__error__ParseDynamicOb...         4     0     0     0
prelude_box_unbox_uint                                                                 4     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__builtin_controllers...         4     0     0     0
internal_rabbitmq_controller!state_machine.state_machine.StateMachine./Stat...         4     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__daemon_set__Dae...         4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.st...         4     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ga...         4     0     0     0
internal_req__rabbitmq_controller!temporal_logic.rules.always_weaken_temp._...         4     1     1     1
internal_rabbitmq_controller!temporal_logic.defs.Execution./Execution_const...         4     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.st...         4     1     1     1
internal_rabbitmq_controller!reconciler.spec.io.ResponseView./KResponse_con...         4     2     2     2
internal_rabbitmq_controller__rabbitmq_controller__trusted__step__SubResour...         4     0     0     0
prelude_unbox_uint                                                                     4     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.proof.resource.get_request...         4     2     2     2
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ty...         4     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.st...         4     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.common.ObjectRef./...         4     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.da...         4     1     1     1
internal_ens__rabbitmq_controller!kubernetes_cluster.proof.controller_runti...         4     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.DeleteR...         4     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.ListRes...         3     0     0     0
mariposa_qid_228                                                                       3     2     2     2
internal_req__rabbitmq_controller!temporal_logic.rules.implies_preserved_by...         3     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...         3     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.proof.resource.get_request...         3     1     1     1
prelude_u_inv                                                                          3     0     0     0
internal_core!result.Result./Err/0_invariant_definition                                3     0     0     0
internal_rabbitmq_controller!reconciler.spec.io.ResponseView./KResponse/0_i...         3     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...         3     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Lis...         3     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...         3     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...         3     0     0     0
internal_crate__tuple__0_box_axiom_definition                                          2     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.network.state_machine....         2     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         2     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.controller_...         2     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.proof.message.impl&__0.ever...         2     1     1     1
internal_rabbitmq_controller!temporal_logic.defs.tla_forall.?_definition               2     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.proof.predicate.pending_re...         2     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         2     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.network.state_machine....         2     1     1     1
internal_rabbitmq_controller!rabbitmq_controller.proof.predicate.after_get_...         2     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.controller_...         2     1     1     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod__PodView_un...         2     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod__PodView_bo...         2     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...         2     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.stateful_se...         2     0     0     0
internal_rabbitmq_controller__external_api__spec__EmptyTypeView_has_type_al...         2     0     0     0
internal_vstd!pervasive.arbitrary.?_pre_post_definition                                2     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.state_machi...         2     1     1     1
internal_rabbitmq_controller!rabbitmq_controller.proof.predicate.after_crea...         2     1     1     1
internal_rabbitmq_controller__state_machine__state_machine__NetworkStateMac...         2     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...         2     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__daemon_set__Dae...         2     0     0     0
