base name:
rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2/traces/reseed.11603271854969608656

10122 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::helper_invariants::proof::object_in_response_at_after_create_resource_step_is_same_as_etcd_helper
controller_examples/rabbitmq_controller/proof/helper_invariants/proof.rs:300

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.own...       197     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.Object...       196     0     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__spec_types__Rab...       195     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.Message./Messa...       194     1     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...       193     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__API...       189     0     0     0     0
internal_vstd!multiset.impl&__0.sub.?_pre_post_definition                            186     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...       185     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Upd...       185     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...       185     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...       185     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateR...       185     0     0     0     0
