base name:
zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2/traces/shuffle.18166945944228020167

10131 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/zookeeper_controller/proof/liveness/resource_match.rs:524

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       222     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       222     0     0     0     0
internal_zookeeper_controller__zookeeper_controller__trusted__zookeeper_api...       221     0     0     0     0
mariposa_qid_222                                                                     214     2     1     2     1
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       214     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       214     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       211     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       210     2     2     2     2
internal_zookeeper_controller!kubernetes_cluster.spec.message.impl&__4.get_...       209     2     2     3     2
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Pro...       209     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.impl&__4.get_...       209     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       209     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__service__Servi...       207     0     0     0     0
prelude_box_unbox_nat                                                                207     0     0     0     0
internal_zookeeper_controller__reconciler__spec__io__RequestView_unbox_axio...       207     0     0     0     0
prelude_has_type_nat                                                                 207     0     0     0     0
prelude_unbox_int                                                                    207     0     0     0     0
user_vstd__set__axiom_set_insert_different_69                                        207     7     6     7     6
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       207     2     1     0     1
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       205     3     2     2     2
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Ongo...       204     3     5     3     6
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       204     2     2     3     3
