base name:
zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2/traces/shuffle.7733625717432307390

10111 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::helper_invariants::proof::lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals
controller_examples/zookeeper_controller/proof/helper_invariants/proof.rs:1115

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_cluster.spec.builtin_controllers.t...       258     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.client.types.ClientAc...       257     1     1     1     1
mariposa_qid_127                                                                     255     1     0     0     1
internal_zookeeper_controller!kubernetes_cluster.spec.cluster_state_machine...       254     0     0     0     0
prelude_sub                                                                          251    16    14    20    24
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.APIRes...       250     0     1     1     1
internal_zookeeper_controller__kubernetes_cluster__spec__builtin_controller...       250     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Cont...       250     0     0     0     0
mariposa_qid_195                                                                     250
- [root]                                                                               2     1     1     1     1
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__each...     248     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.APIRes...       250     0     1     1     1
internal_core!result.Result./Err/0_invariant_definition                              249     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.GetReq...       249     0     0     0     0
mariposa_qid_178                                                                     249     1     1     1     1
mariposa_qid_179                                                                     248     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.message.impl&__5.form...       246     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.impl&__5.form...       246    21    21    21    21
user_vstd__multiset__axiom_multiset_sub_21                                           246     4     4     4     4
internal_zookeeper_controller!kubernetes_cluster.spec.client.types.Step./Up...       245     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.client.types.Step./Cr...       245     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.client.types.Step./De...       245     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       245     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       244     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.received_msg_...       243     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.GetRes...       240     0     0     0     0
mariposa_qid_177                                                                     239     1     1     1     1
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       238     2     2     2     2
user_vstd__map__axiom_map_insert_different_6                                         238     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Cont...       238     0     0     0     0
user_vstd__map__axiom_map_insert_same_5                                              238     1     1     1     1
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__Ge...       237     0     0     0     0
