base name:
zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2/traces/rename.12500295248286012155

10201 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::liveness::resource_match::lemma_resource_state_matches_at_after_update_resource_step
controller_examples/zookeeper_controller/proof/liveness/resource_match.rs:768

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller__kubernetes_cluster__spec__api_server__types_...       234     2     2     2     2
internal_zookeeper_controller!temporal_logic.defs.impl&__1.and.?_pre_post_d...       231     0     0     0     0
internal_zookeeper_controller!temporal_logic.defs.impl&__1.and.?_definition          231    13    13    13    13
internal_zookeeper_controller!reconciler.spec.io.RequestView./ExternalReque...       229     1     1     1     1
internal_zookeeper_controller!reconciler.spec.io.RequestView./KRequest/0_in...       229     1     1     1     1
internal_zookeeper_controller__zookeeper_controller__trusted__zookeeper_api...       228     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       228     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__AP...       228     3     3     3     3
mariposa_qid_222                                                                     226     3     3     3     4
internal_zookeeper_controller!kubernetes_cluster.proof.cluster_safety.impl&...       225     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       225     2     1     3     2
internal_zookeeper_controller__zookeeper_controller__trusted__zookeeper_api...       225     0     0     0     0
mariposa_qid_220                                                                     223
- [root]                                                                              26     1     1     1     1
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__ever...     127     1     1     1     2
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__ever...      70     1     1     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       222     0     0     0     0
internal_zookeeper_controller__reconciler__spec__io__RequestView_unbox_axio...       222     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__common__Kind_b...       219    15    16    15    15
internal_zookeeper_controller!kubernetes_api_objects.spec.config_map.Config...       218     7     6     5     7
internal_zookeeper_controller!kubernetes_api_objects.spec.config_map.Config...       218     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       216     6     6     6     6
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       216     3     3     3     3
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       216     6     6     6     6
internal_zookeeper_controller!kubernetes_api_objects.spec.config_map.Config...       214     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       214     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.trusted.maker.Maker.make...       214     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.external_api.types.Ex...       213     0     0     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       213     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.Message./Mess...       212     3     3     3     3
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.config_map.make_...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!vstd_ext.string_view.bool_to_string_view.?_pr...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.config_map.make_...       210     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       209     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       209     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.GetReq...       209     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       209     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       209     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       209     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster_b...       209    11    10    10    10
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       209     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.trusted.spec_types.Zooke...       208     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__RestIdAll...       208     0     0     0     0
